words	labels	sentence_id
fruticosa	I	297
‘Jackman’s	O	297
Variety’	O	297
Red	B	298
spider	I	298
mite	O	298
and	O	298
whitefly	O	298
may	O	298
be	O	298
troublesome	O	298
acantholimon	O	299
henryi,	O	299
syn	O	299
H	O	300
70ft	O	300
(20m),	O	300
S	O	300
40ft	O	300
(12m)	O	300
‘Blue	B	301
Butterfly’	I	301
(illus	O	301
achillea	O	302
x	O	302
kellereri,	O	302
illus	O	302
‘Drummondii’	O	303
has	O	303
leaves	O	303
broadly	O	303
edged	O	303
with	O	303
creamy-white	O	303
caucasica	O	304
‘Flore	B	304
Pleno’	I	304
See	O	305
Tanacetum	B	305
argenteum	I	305
See	O	306
potentilla	B	306
fruticosa	I	306
‘Beesii’	O	306
prunus	B	307
pensylvanica	I	307
(Pin	I	307
cherry)	O	307
Rhizomatous,	O	308
beardless	O	308
Siberian	B	308
iris	I	308
‘Tangerine	B	309
Gem’,	I	309
illus	O	309
Long-lasting,	O	310
milky-white	O	310
flowers	O	310
are	O	310
similar	O	310
to	O	310
those	O	310
of	O	310
narcissus	O	310
‘Dove	B	310
Wings’,	I	310
but	O	310
have	O	310
narrower	O	310
petals	O	310
with	O	310
incurved	O	310
margins	O	310
and	O	310
medium-length	O	310
cups	O	310
of	O	310
rich	O	310
dark	O	310
lemon-yellow	O	310
‘Summer	B	311
Carnival’	I	311
(annual	O	311
or	O	311
biennial),	O	311
H	O	311
6–8ft	O	311
(1	O	311
Deciduous,	O	312
spreading	O	312
tree	O	312
lysimachia	O	313
congestiflora	O	313
‘Outback	B	313
Sunset’,	I	313
illus	O	313
‘Compacta’,	O	314
syn	O	314
‘Regal	B	315
Splendor’,	I	315
illus	O	315
linaria	O	316
‘Red	B	316
Carpet’,	I	316
illus	O	316
Large,	O	317
5-lobed	O	317
leaves	O	317
turn	O	317
brilliant	O	317
scarlet	O	317
in	O	317
fall	O	317
See	O	318
anemone	O	318
x	O	318
hybrida	O	318
‘September	B	318
Charm’	I	318
dahlia	O	319
‘Karma	B	319
Choc’	I	319
(illus	O	319
sempervivum	O	320
‘Blood	B	320
Tip’,	I	320
illus	O	320
smilacina	O	321
maritima	O	321
‘Flore	B	321
Pleno’	I	321
From	B	322
early	I	322
to	I	322
mid-spring,	O	322
a	O	322
profusion	O	322
of	O	322
small,	O	322
5-petaled,	O	322
pale	O	322
pink	O	322
flowers	O	322
are	O	322
produced	O	322
before	O	322
oval,	O	322
taperpointed,	O	322
dark	O	322
green	O	322
leaves,	O	322
which	O	322
turn	O	322
yellow	O	322
in	O	322
fall	O	322
Has	O	323
narrowly	O	323
oblong,	O	323
dark	O	323
green	O	323
phyllodes	O	323
anemone	O	324
hupehensis	O	324
‘September	B	324
Charm’	I	324
(illus	O	324
hippeastrum	O	325
‘Red	B	325
Lion’,	I	325
illus	O	325
abelia	O	326
schumannii,	O	326
illus	O	326
linaria	O	327
‘Tiger	B	327
Woods’,	I	327
illus	O	327
iris	B	328
sibirica,	I	328
illus	O	328
‘Inky	B	329
Fingers’,	I	329
illus	O	329
Produces	O	330
large,	O	330
flat	O	330
heads	O	330
of	O	330
small,	O	330
golden	O	330
flower	O	330
heads	O	330
in	O	330
summer	O	330
that	O	330
dry	O	330
well	O	330
for	O	330
winter	O	330
decoration	O	330
‘Crystal	B	331
Palace’,	I	331
illus	O	331
See	O	332
acantholimon	O	332
henryi	O	332
ficus	B	333
elastica	I	333
(India	O	333
rubber	O	333
fig)	O	333
‘Flore	B	334
Pleno’	I	334
Rhizomatous,	O	335
beardless	O	335
Siberian	B	335
iris	I	335
tulipa	O	336
‘Estella	B	336
Rijnveld’	I	336
Div	O	336
fuchsia	O	337
‘Dollar	B	337
Prinzessin’,	I	337
syn	O	337
dahlia	O	338
‘Hamari	B	338
Gold’	I	338
(illus	O	338
cosmos	B	339
atrosanguineus,	I	339
syn	O	339
Z5–8	O	340
H8–5	O	340
diascia	B	341
personata,	I	341
illus	O	341
Strong-growing,	O	342
evergreen,	O	342
rounded	O	342
shrub	O	342
Palmate,	O	343
deeply	O	343
lobed,	O	343
mid-green	O	343
leaves	O	343
turn	O	343
brilliant	O	343
orange,	O	343
red	O	343
or	O	343
yellow	O	343
in	O	343
fall	O	343
acanthus	O	344
spinosus	O	344
(Spiny	O	344
bear’s	O	344
breeches),	O	344
illus	O	344
paeonia	O	345
‘Buckeye	B	345
Belle’,	I	345
illus	O	345
astilbe	O	346
‘Little	B	346
Carlow’,	I	346
illus	O	346
paeonia	O	347
‘Cheddar	B	347
Gold’,	I	347
illus	O	347
See	O	348
potentilla	B	348
fruticosa	I	348
‘Red	O	348
Ace’	O	348
See	O	349
Fargesia	B	349
nitida	I	349
See	O	350
potentilla	B	350
fruticosa	I	350
‘Daydawn’	O	350
chusquea	O	351
‘Ruby	B	351
Mound’,	I	351
illus	O	351
H	O	352
10ft	O	352
(3m),	O	352
S	O	352
12ft	O	352
(4m)	O	352
chrysanthemum	O	353
‘Bronze	B	353
Elegance’,	I	353
illus	O	353
H	O	354
and	O	354
S	O	354
30ft	O	354
(10m)	O	354
or	O	354
more	O	354
Has	O	355
maroon	O	355
shoots	O	355
and	O	355
curved,	O	355
bright	O	355
deep	O	355
green	O	355
leaves,	O	355
spirally	O	355
arranged,	O	355
with	O	355
vivid	O	355
silver	O	355
bands	O	355
beneath	O	355
and	O	355
rolled	O	355
margins	O	355
acantholimon	O	356
davidii	O	356
subsp	O	356
campanula	O	357
‘Purple	B	357
Sensation’	I	357
‘Corfe	B	358
Castle’	I	358
(illus	O	358
‘Point	B	359
Reyes’	I	359
illus	O	359
See	O	360
desmodium	B	360
elegans	I	360
ABUTILON	O	361
MALVACEAE	O	361
Genus	O	361
of	O	361
evergreen,	O	361
semievergreen	O	361
or	O	361
deciduous	O	361
shrubs,	O	361
perennials	O	361
and	O	361
annuals,	O	361
grown	O	361
for	O	361
their	O	361
flowers	O	361
and	O	361
foliage	O	361
From	O	362
mid-summer	O	362
to	O	362
fall	O	362
produces	O	362
slightly	O	362
scented,	O	362
nodding,	O	362
light	B	362
pink	I	362
flowers,	O	362
11/2–2in	O	362
(4–5cm)	O	362
across,	O	362
with	O	362
twisted	O	362
sepals	O	362
that	O	362
open	O	362
to	O	362
reveal	O	362
a	O	362
boss	O	362
of	O	362
yellow	O	362
stamens	O	362
in	O	362
the	O	362
center	O	362
agapanthus	O	363
‘Purple	B	363
Cloud’,	I	363
illus	O	363
‘Beoley	B	364
Gold’	I	364
(illus	O	364
‘Viridapicicis’	O	365
has	O	365
a	B	365
very	I	365
long	I	365
spathe,	O	365
sometimes	O	365
split	O	365
in	O	365
2,	O	365
and	O	365
green	O	365
marks	O	365
on	O	365
the	O	365
outer	O	365
tepals	O	365
ipomoea	O	366
tricolor	O	366
‘Heavenly	B	366
Blue’,	I	366
syn	O	366
H	O	367
32in	O	367
(80cm)	O	367
or	O	367
more,	O	367
S	O	367
16in	O	367
(40cm)	O	367
agapanthus	O	368
‘Northern	B	368
Star’,	I	368
illus	O	368
‘Black	B	369
Prince’	I	369
illus	O	369
chelidonium	B	370
majus	I	370
‘Flore	B	370
Pleno’,	I	370
illus	O	370
‘Meyer’s	O	371
Dwarf’	O	371
(illus	O	371
Upright	O	372
perennial	O	372
Trees	O	373
are	O	373
sometimes	O	373
attacked	O	373
by	O	373
aphids,	O	373
caterpillars	O	373
and	O	373
red	B	373
spider	I	373
mite,	O	373
and	O	373
are	O	373
susceptible	O	373
to	O	373
fireblight	O	373
and	O	373
apple	O	373
scab	O	373
Z4–8	O	374
H8–1	O	374
‘Silver	B	375
Queen’,	I	375
illus	O	375
helichrysum	O	376
‘Lemon	B	376
Queen’,	I	376
illus	O	376
H	O	377
18in	O	377
(45cm),	O	377
S	O	377
12in	O	377
(30cm)	O	377
violaceum	O	378
has	O	378
purplish	O	378
branchlets	O	378
covered	O	378
in	O	378
a	O	378
glaucous	O	378
bloom	O	378
and	O	378
prominent	O	378
clusters	O	378
of	O	378
tassel-like,	O	378
purplish-pink	O	378
flowers	O	378
x	O	379
alchemilla	O	379
Dark	B	379
Warrior	I	379
)	O	379
Red	B	380
spider	I	380
mite	O	380
may	O	380
be	O	380
troublesome	O	380
streptocarpus	O	381
‘Crystal	B	381
Ice’,	I	381
illus	O	381
Tie	O	382
lax-growing	O	382
species	O	382
to	O	382
a	O	382
support	O	382
if	O	382
necessary	O	382
pulmonaria	O	383
‘Margery	B	383
Fish’,	I	383
illus	O	383
petrea	B	384
volubilis,	I	384
illus	O	384
‘White	B	385
Profusion’	I	385
(illus	O	385
aethionema	O	386
‘Warley	B	386
Rose’,	I	386
illus	O	386
euphorbia	B	387
obesa,	I	387
illus	O	387
schizanthus	O	388
‘Dwarf	B	388
Bouquet’,	I	388
illus	O	388
acanthus	O	389
mollis	O	389
(Common	O	389
bear’s	O	389
breeches)	O	389
‘Stoneham	B	390
Gold’	I	390
(illus	O	390
iris	O	391
‘Blue	B	391
Rhythm’,	I	391
illus	O	391
‘Fire	B	392
Power’,	I	392
illus	O	392
clematis	O	393
‘Purpurea	O	393
Plena	O	393
Elegans’,	B	393
syn	I	393
See	O	394
Rhynchospora	B	394
colorata	I	394
clematis	O	395
‘The	B	395
President’	I	395
‘Clive	B	396
Greaves’,	I	396
illus	O	396
sanguinaria	O	397
canadensis	O	397
‘Flore	B	397
Pleno’	I	397
is	O	397
a	O	397
clump-forming,	O	397
rhizomatous	O	397
perennial	O	397
Z5–9	O	398
H9–1	O	398
nierembergia	B	399
repens,	I	399
syn	O	399
angelonia	O	400
angustifolia	O	400
AngelMist	B	400
Series	I	400
‘AngelMist	I	400
Lavender	O	400
Stripe’,	B	400
illus	I	400
primula	B	401
forrestii,	I	401
illus	O	401
‘Orange	B	402
King’	I	402
(illus	O	402
225),	O	403
H	O	403
36in	O	403
(90cm),	O	403
produces	O	403
a	O	403
prolific	O	403
display	O	403
of	O	403
soft	B	403
blue	I	403
flowers,	O	403
veined	O	403
in	O	403
white	O	403
on	O	403
falls	O	403
Rhizomatous,	O	404
beardless	O	404
Siberian	B	404
iris	I	404
campanula	O	405
‘Spring	B	405
Festival’,	I	405
illus	O	405
See	O	406
Echinopsis	B	406
aurea	I	406
k	O	407
j	O	407
‘Royal	B	407
Standard’,	I	407
illus	O	407
See	O	408
Justicia	B	408
carnea	I	408
spiraea	O	409
‘Snow	B	409
White’,	I	409
syn	O	409
‘Rubra	B	410
Plena’	I	410
(illus	O	410
Evergreen,	O	411
arching	O	411
shrub	O	411
Z4–8	O	412
H8–1	O	412
cotoneaster	B	413
horizontalis,	I	413
illus	O	413
phacelia	B	414
campanularia,	I	414
illus	O	414
‘Barmstedt	B	415
Gold’	I	415
(illus	O	415
See	O	416
Lathyrus	B	416
vernus	I	416
acantholimon	O	417
pensylvanicum,	O	417
illus	O	417
Z6–9	O	418
H9–6	O	418
agapanthus	O	419
‘Loch	B	419
Hope’	I	419
See	O	420
Solanum	B	420
betaceum	I	420
Myrrh-scented,	O	421
rosette,	O	421
double,	O	421
white	O	421
flowers,	O	421
4in	O	421
(10cm)	O	421
across,	O	421
with	O	421
light	B	421
pink	I	421
blushes	O	421
when	O	421
young,	O	421
are	O	421
produced	O	421
in	O	421
summer	O	421
and	O	421
again	O	421
in	O	421
fall	O	421
‘Kashmir	B	422
White’	I	422
H	O	423
4in	O	423
(10cm),	O	423
S	O	423
30in	O	423
(75cm)	O	423
or	O	423
more	O	423
Divide	O	424
and	O	424
replant	O	424
every	O	424
third	O	424
year	O	424
Z3–9	O	425
H9–1	O	425
Aphids	O	426
and	O	426
red	B	426
spider	I	426
mite	O	426
may	O	426
cause	O	426
problems	O	426
Vigorous,	O	427
evergreen,	O	427
woodystemmed,	O	427
twining	B	427
climber	I	427
‘Silver	B	428
Dollar’	I	428
(illus	O	428
247),	O	429
H	O	429
2ft	O	429
(60cm),	O	429
produces	O	429
heads	O	429
of	O	429
rich	O	429
red	O	429
flower	O	429
heads	O	429
dianthus	O	430
‘Pink	B	430
Jewel’	I	430
(illus	O	430
See	O	431
Elatostema	B	431
repens	I	431
prunus	O	432
‘Pink	B	432
Shell’,	I	432
illus	O	432
Needs	O	433
a	O	433
sheltered,	O	433
sunny	O	433
site	O	433
and	O	433
light,	O	433
well-drained	O	433
soil	O	433
Rounded,	O	434
7–9-lobed,	O	434
mid-green	O	434
leaves	O	434
turn	O	434
brilliant	O	434
orange	O	434
and	O	434
red	O	434
in	O	434
fall	O	434
Fast-growing,	O	435
deciduous,	O	435
upright	O	435
shrub	O	435
pyracantha	O	436
‘Golden	B	436
Charmer’,	I	436
illus	O	436
‘Bloodgood’,	O	437
illus	O	437
abutilon	O	438
‘Kentish	B	438
Belle’,	I	438
illus	O	438
clematis	O	439
‘Lincoln	B	439
Star’,	I	439
illus	O	439
ipomoea	O	440
rubrocaerulea	O	440
‘Heavenly	B	440
Blue’,	I	440
illus	O	440
2m),	O	441
S	O	441
18in	O	441
(45cm)	O	441
ceanothus	O	442
‘Autumnal	B	442
Blue’,	I	442
illus	O	442
See	O	443
prunus	B	443
pendula	I	443
‘Stellata’	O	443
‘Pink	B	444
Beauty’,	I	444
which	O	444
has	O	444
salmon-pink	O	444
flowers;	O	444
and	O	444
‘White	O	444
Cloud’,	O	444
which	O	444
produces	O	444
large,	O	444
white	O	444
flowers	O	444
linaria	O	445
‘Orange	B	445
Electric’,	I	445
illus	O	445
In	O	446
mid-spring,	O	446
single,	O	446
pale	O	446
yellow	B	446
flowers,	I	446
each	I	446
with	O	446
central	O	446
boss	O	446
of	O	446
golden	O	446
staminodes,	O	446
are	O	446
borne	O	446
in	O	446
pairs	O	446
actinidia	B	447
deliciosa,	I	447
syn	O	447
‘Plumosa	B	448
Aurea’	I	448
plumbago	B	449
auriculata,	I	449
syn	O	449
gymnocalycium	O	450
mihanovichii	O	450
‘Red	B	450
Head’,	I	450
syn	O	450
‘Irish	B	451
Dusk’	I	451
(illus	O	451
‘Tom	B	452
Thumb’,	I	452
illus	O	452
hyacinthoides	B	453
non-scripta,	I	453
syn	O	453
Is	O	454
good	O	454
for	O	454
cut	O	454
flowers	O	454
and	O	454
drying	O	454
them	O	454
See	O	455
acanthus	O	455
hungaricus	O	455
‘Cream	B	456
Drop’,	I	456
illus	O	456
H	O	457
2–3ft	O	457
(60cm–1m),	O	457
S	O	457
3ft	O	457
(1m)	O	457
prunus	O	458
‘Woodland	B	458
Walk’,	I	458
illus	O	458
See	O	459
acantholimon	O	459
grosseri	O	459
See	O	460
Phuopsis	B	460
stylosa	I	460
abutilon	O	461
‘Ashford	O	461
Red’,	O	461
illus	O	461
balsamea	O	462
f	O	462
See	O	463
fuchsia	O	463
‘Heidi	B	463
Weiss’	I	463
‘High	B	464
Noon’	I	464
(illus	O	464
Many	O	465
color	O	465
selections	O	465
are	O	465
grown	O	465
including	O	465
‘The	B	465
President’,	I	465
illus	O	465
‘White	B	466
Gem’	I	466
See	O	467
artemisia	B	467
alba	I	467
‘Canescens’	O	467
‘La	B	468
Luna’	I	468
(illus	O	468
‘Purple	B	469
Dome’,	I	469
syn	O	469
cotoneaster	B	470
frigidus	I	470
(Tree	O	470
cotoneaster),	O	470
illus	O	470
‘Miss	B	471
Satomi’	I	471
(illus	O	471
narcissus	O	472
‘Charity	B	472
May’	I	472
Div	O	472
See	O	473
gladiolus	O	473
clarkei	O	473
‘Kashmir	B	473
White’	I	473
‘Faith	B	474
Raven’	I	474
is	O	474
an	O	474
evergreen,	O	474
upright	O	474
shrub	O	474
acis	O	475
rubrum,	O	475
illus	O	475
‘Erythrocladum’	O	476
(illus	O	476
hippocrepis	B	477
comosa,	I	477
illus	O	477
sutera	O	478
cordata	O	478
Snowstorm	O	478
Series	O	478
GIANT	B	478
SNOWFLAKE	I	478
(‘Danova906’),	O	478
illus	O	478
Forerunner	O	479
Series	O	479
(winter-	O	479
to	O	479
spring-flowering)	B	479
bear	I	479
medium-sized	I	479
flowers	O	479
in	O	479
range	O	479
of	O	479
bright,	O	479
single	O	479
colors	O	479
and	O	479
bicolors	O	479
campanula	B	480
carpatica	I	480
(Carpathian	O	480
harebell)	O	480
Is	O	481
susceptible	O	481
to	O	481
red	B	481
spider	I	481
mite	O	481
‘Ruby	B	482
Giant’,	I	482
H	O	482
32in	O	482
(80cm),	O	482
produces	O	482
sturdy	O	482
stems	O	482
bearing	O	482
rich	O	482
pink	O	482
flower	O	482
heads	O	482
with	O	482
a	O	482
second	O	482
row	O	482
of	O	482
ray	O	482
florets;	O	482
these	O	482
are	O	482
held	O	482
horizontally,	O	482
giving	O	482
flowers	O	482
an	O	482
impression	O	482
of	O	482
greater	O	482
size	O	482
than	O	482
selections	O	482
with	O	482
drooping	O	482
ray	O	482
florets	O	482
Hymenocallis	O	483
x	O	483
spofforthiae	O	483
‘Sulphur	B	483
Queen’,	I	483
illus	O	483
‘Winter	B	484
Beauty’	I	484
(illus	O	484
brachyscome	O	485
‘Strawberry	B	485
Mousse’,	I	485
illus	O	485
acantholimon	O	486
capillipes,	O	486
illus	O	486
‘Blue	B	487
Angel’,	I	487
illus	O	487
globba	O	488
‘Nova	B	488
Lux’,	I	488
illus	O	488
Propagate	O	489
by	O	489
softwood	O	489
cuttings	O	489
in	O	489
summer	B	489
or	I	489
by	I	489
seed	O	489
in	O	489
fall	O	489
Subshrubby	O	490
hybrid	O	490
perennial,	O	490
grown	B	490
as	I	490
an	I	490
annual	B	490
See	O	491
Chamaedorea	B	491
elegans	I	491
acis	O	492
saccharinum,	O	492
illus	O	492
CABERET	O	493
LIGHT	B	493
PINK	I	493
(‘Balcablitpi’)	O	493
illus	O	493
‘White	B	494
Nancy’,	I	494
illus	O	494
Red	B	495
spider	I	495
mite	O	495
may	O	495
be	O	495
a	O	495
nuisance	O	495
‘Golden	O	496
Spreader’,	O	496
H	O	496
and	O	496
S	O	496
3ft	O	496
(1m),	O	496
is	O	496
a	O	496
dwarf	O	496
form	O	496
with	O	496
a	O	496
spreading	O	496
habit	O	496
and	O	496
bright	O	496
golden-yellow	O	496
leaves	O	496
78),	O	497
is	O	497
a	O	497
deciduous,	O	497
upright	O	497
tree	O	497
H	O	498
70ft	O	498
(20m),	O	498
S	O	498
50ft	O	498
(15m)	O	498
‘Silver	B	499
Queen’,	I	499
H	O	499
16in	O	499
(40cm),	O	499
S	O	499
22in	O	499
(55cm),	O	499
is	O	499
a	O	499
spreading	O	499
cultivar	O	499
with	O	499
dark	O	499
mauve-pink	O	499
flowers	O	499
genista	B	500
tenera	I	500
‘Golden	B	500
Shower’,	I	500
illus	O	500
279),	O	501
H	O	501
and	O	501
S	O	501
20–24in	O	501
(50–60cm),	O	501
has	O	501
purple	O	501
stems,	O	501
toothed,	O	501
green-purple	O	501
leaves	O	501
and	O	501
pinkish-green	B	501
flowers	I	501
opening	I	501
from	O	501
dark	O	501
pink	O	501
buds	O	501
echinacea	O	502
‘Harvest	B	502
Moon’,	I	502
illus	O	502
Bears	O	503
loose	O	503
sprays	O	503
of	O	503
saucer-shaped,	O	503
soft	B	503
blue	I	503
to	O	503
blue-violet	O	503
flowers	O	503
in	O	503
summer	O	503
chrysanthemum	O	504
‘Cottage	B	504
Apricot’,	I	504
illus	O	504
Leaves	O	505
are	O	505
oval	O	505
and	O	505
dark	O	505
green	O	505
‘Alba	B	506
Plena’	I	506
IRIS	O	507
iris	B	507
pseudacorus	I	507
(Yellow	O	507
flag),	O	507
illus	O	507
‘Purple	B	508
Robe’	I	508
illus	O	508
alissar	O	509
princess	O	509
of	O	509
phonecia	O	509
AMBER	B	509
QUEEN	I	509
(‘Harroony’)	O	509
lychnis	B	510
coronaria,	I	510
illus	O	510
peperomia	O	511
‘Snow	B	511
Storm’	I	511
abies	O	512
nordmanniana	O	512
(Caucasian	O	512
fir)	O	512
Divide	O	513
plants	O	513
regularly	O	513
in	O	513
spring	O	513
abelia	O	514
floribunda	O	514
(Mexican	O	514
abelia)	O	514
rhododendron	O	515
‘Golden	B	515
Torch’,	I	515
illus	O	515
‘White	B	516
Pearl’,	I	516
illus	O	516
graptopetalum	B	517
bellum,	I	517
syn	O	517
Z5–7	O	518
H7–5	O	518
‘Amethyst	B	519
Falls’,	I	519
(illus	O	519
Requires	O	520
a	O	520
sheltered,	O	520
sunny	O	520
position	O	520
and	O	520
fertile,	O	520
well-drained	O	520
soil	O	520
narcissus	O	521
‘Mount	B	521
Hood’,	I	521
Div	O	521
Semievergreen,	O	522
upright	O	522
perennial	O	522
iris	O	523
‘Green	B	523
Spot’,	I	523
illus	O	523
See	O	524
Justicia	B	524
brandegeeana	I	524
galega	O	525
‘Her	B	525
Majesty’	I	525
Leaves	B	526
and	I	526
blooms	I	526
are	O	526
small	O	526
for	O	526
regal	O	526
type	O	526
H	O	527
6ft	O	527
(2m),	O	527
S	O	527
10ft	O	527
(3m)	O	527
prunus	B	528
pendula	I	528
‘Pendula	B	528
Rubra’,	I	528
illus	O	528
‘La	B	529
Foux’	I	529
(illus	O	529
achillea	O	530
‘Paprika’	O	530
‘Flore	B	531
Pleno’,	I	531
syn	O	531
camellia	O	532
‘Cornish	B	532
Snow’,	I	532
illus	O	532
maritima	O	533
‘Flore	B	533
Pleno’,	I	533
smilacina	O	533
vulgaris	O	533
subsp	O	533
‘Flore	B	534
Pleno’,	I	534
illus	O	534
‘Moerheim	B	535
Beauty’,	I	535
illus	O	535
dahlia	O	536
‘Carolina	B	536
Moon’	I	536
(illus	O	536
mathiasella	O	537
bupleuroides	O	537
‘Green	B	537
Dream’,	I	537
illus	O	537
Broadly	O	538
oval,	O	538
deeply	O	538
lobed,	O	538
bright	O	538
green	O	538
leaves	O	538
turn	O	538
red	O	538
in	O	538
fall	O	538
gladiolus	O	539
‘Morning	B	539
Gold’,	I	539
illus	O	539
‘October	B	540
Glory’	I	540
is	O	540
a	O	540
deciduous,	O	540
spreading	O	540
tree	O	540
syriacus	O	541
‘Blue	B	541
Bird’,	I	541
illus	O	541
Bowles’,	O	542
Cheiranthus	O	542
‘Bowles’	B	542
Mauve’,	I	542
illus	O	542
See	O	543
euphorbia	B	543
rigida	I	543
‘Gooseberry	B	544
Fool’	I	544
(illus	O	544
acca	O	545
sellowiana,	O	545
illus	O	545
See	O	546
justicia	B	546
carnea	I	546
Red	B	547
spider	I	547
mite	O	547
may	O	547
be	O	547
troublesome	O	547
epimedium	O	548
‘Amber	B	548
Queen’,	I	548
illus	O	548
acantholimon	O	549
carpinifolium,	O	549
illus	O	549
Needs	O	550
full	O	550
sun	O	550
or	O	550
partial	O	550
shade	O	550
and	O	550
fertile,	O	550
well-drained	O	550
soil	O	550
ranunculus	B	551
lingua,	I	551
illus	O	551
Freely	O	552
branching,	O	552
trailing	O	552
perennial	B	552
‘Yellow	B	553
Trumpet’	I	553
Rhizomatous,	O	554
beardless	O	554
Pacific	O	554
Coast	B	554
iris	I	554
See	O	555
iris	B	555
ensata	I	555
‘Rose	O	555
Queen’	O	555
heuchera	O	556
‘Beauty	B	556
Colour’,	I	556
illus	O	556
Red	B	557
spider	I	557
mite,	O	557
aphids	O	557
and	O	557
whitefly	O	557
may	O	557
cause	O	557
problems	O	557
under	O	557
glass	O	557
See	O	558
Justicia	B	558
carnea	I	558
gypsophila	B	559
repens	I	559
‘Janet	B	560
Waterhouse’	I	560
(illus	O	560
agastache	O	561
‘Black	B	561
Adder’,	I	561
illus	O	561
See	O	562
pinus	B	562
radiata	I	562
blechnum	B	563
penna-marina,	I	563
syn	O	563
‘Red	B	564
Dragon’	I	564
(illus	O	564
acacia	O	565
dealbata,	O	565
illus	O	565
‘Honey	B	566
Angels’	I	566
‘Flore	B	567
Pleno’	I	567
is	O	567
a	O	567
clump-forming	O	567
perennial	O	567
Water	O	568
containerized	O	568
specimens	O	568
freely	O	568
when	O	568
in	O	568
full	O	568
growth,	O	568
less	O	568
at	O	568
other	O	568
times	O	568
Z5–7	O	569
H7–5	O	569
Z3–9	O	570
H9–1	O	570
Deciduous,	O	571
upright	O	571
and	O	571
spreading	O	571
tree	O	571
hemerocallis	O	572
‘Always	B	572
Afternoon’,	I	572
illus	O	572
See	O	573
gloriosa	B	573
superba	I	573
‘Rothschildiana’	O	573
Winged	O	574
fruits	O	574
follow	O	574
flowers	O	574
abies	O	575
veitchii,	O	575
illus	O	575
Solitary,	O	576
rounded,	O	576
yellow-and-white	O	576
flowers,	B	576
to	I	576
5in	I	576
(12cm)	O	576
across,	O	576
lined	O	576
and	O	576
spotted	O	576
with	O	576
red,	O	576
are	O	576
produced	O	576
in	O	576
winter	O	576
See	O	577
draba	B	577
rigida	I	577
var	O	577
acantholimon	O	578
griseum	O	578
(Paperbark	O	578
maple),	O	578
illus	O	578
lilium	O	579
‘Black	B	579
Out’,	I	579
illus	O	579
H	O	580
24in	O	580
(60cm),	O	580
S	O	580
20in	O	580
(50cm)	O	580
acis	O	581
velutinum	O	581
(Persian	O	581
maple)	O	581
Semievergreen,	O	582
upright	O	582
perennial	O	582
‘Orange	B	583
Star’,	I	583
syn	O	583
melaleuca	B	584
elliptica,	I	584
illus	O	584
2m),	I	585
S	I	585
3ft	O	585
(1m)	O	585
‘Alba	B	586
Plena’,	I	586
illus	O	586
abelia	O	587
triflora,	O	587
illus	O	587
Requires	O	588
sun	O	588
or	O	588
semi-shade	O	588
and	O	588
fertile,	O	588
moist	O	588
but	O	588
welldrained	O	588
soil	O	588
Propagate	O	589
by	O	589
seed	O	589
sown	O	589
as	O	589
soon	O	589
as	O	589
ripe	O	589
or	O	589
by	O	589
semiripe	O	589
cuttings	O	589
in	O	589
summer	O	589
Red	B	590
spider	I	590
mite	O	590
and	O	590
whitefly	O	590
may	O	590
cause	O	590
problems	O	590
‘Snow	B	591
White’	I	591
(New	O	591
Zealand	O	591
tea-tree),	O	591
illus	O	591
Whitefly	O	592
and	O	592
red	B	592
spider	I	592
mite	O	592
may	O	592
cause	O	592
problems	O	592
Red	B	593
spider	I	593
mite	O	593
may	O	593
be	O	593
troublesome	O	593
ginnala,	O	594
syn	O	594
Z6–9	O	595
H9–6	O	595
See	O	596
viola	O	596
‘Green	B	596
Goddess’	I	596
Whitefly	O	597
and	O	597
red	B	597
spider	I	597
mite	O	597
may	O	597
be	O	597
troublesome	O	597
choisya	O	598
‘Aztec	B	598
Pearl’,	I	598
illus	O	598
acanthus	O	599
longifolius	O	599
See	O	600
Graptopetalum	B	600
bellum	I	600
ceanothus	O	601
arboreus	O	601
‘Trewithen	B	601
Blue’,	I	601
illus	O	601
H	O	602
and	O	602
S	O	602
40ft	O	602
(12m)	O	602
hosta	O	603
‘Golden	B	603
Tiara’,	I	603
illus	O	603
Z3–6	O	604
H6–1	O	604
Rust	O	605
disease	O	605
may	O	605
be	O	605
a	O	605
problem	O	605
with	O	605
antirrhinum	B	605
majus,	I	605
but	O	605
rustresistant	O	605
cultivars	O	605
are	O	605
available	O	605
acacia	O	606
juniperina	O	606
Red	B	607
spider	I	607
mite	O	607
and	O	607
whitefly	O	607
may	O	607
be	O	607
troublesome	O	607
‘Blue	B	608
Bonnet’	I	608
(Hortensia),	O	608
illus	O	608
campanula	B	609
persicifolia	I	609
(Peachleaf	O	609
bellflower)	O	609
iris	B	610
laevigata	I	610
‘Rose	O	610
Queen’	O	610
(illus	O	610
Z4–6	O	611
H6–4	O	611
See	O	612
Fargesia	B	612
nitida	I	612
Cylindrical	O	613
cones,	O	613
4–6in	O	613
(10–15cm)	O	613
long,	O	613
ripen	O	613
to	O	613
red-brown	O	613
thunbergia	O	614
crassinodus	O	614
‘Kew	B	614
Beauty’,	I	614
illus	O	614
Bears	O	615
light	B	615
pink	I	615
flowers,	O	615
6in	O	615
(15cm)	O	615
wide,	O	615
in	O	615
early	O	615
fall	O	615
‘Hatsuyuki’,	O	616
syn	O	616
‘Sulphur	B	617
