words	labels	sentence_id
marginal	O	290
water	O	290
plant	O	290
Bears	O	291
large,	O	291
funnel-shaped,	O	291
purple	O	291
flowers	O	291
in	O	291
summer	O	291
armeria	B	292
maritima	I	292
See	O	293
lysichiton	B	293
americanus	I	293
Fastgrowing,	O	294
conical	O	294
conifer	O	294
sanguisorba	B	295
tenuifolia	I	295
‘Alba’,	O	295
illus	O	295
abies	O	296
balsamea	O	296
(Balsam	O	296
fir)	O	296
acantholimon	O	297
glumaceum,	O	297
illus	O	297
osmunda	B	298
claytoniana	I	298
(Interrupted	O	298
fern)	O	298
poncirus	B	299
trifoliata	I	299
(Japanese	O	299
bitter	O	299
orange),	O	299
illus	O	299
Has	O	300
large	O	300
heads	O	300
of	O	300
small,	O	300
pompon-like,	O	300
white	O	300
flowers	O	300
in	O	300
summer	O	300
and	O	300
tapering,	O	300
glossy,	O	300
dark	O	300
green	O	300
leaves	O	300
See	O	301
hedera	B	301
helix	I	301
‘Goldchild’	O	301
brunnera	B	302
macrophylla	I	302
(Siberian	O	302
bugloss)	O	302
H	O	303
30ft	O	303
(10m),	O	303
S	O	303
25ft	O	303
(8m)	O	303
See	O	304
kalopanax	B	304
septemlobus	I	304
Z8–9	O	305
H9–8	O	305
Z5–8	O	306
H8–5	O	306
See	O	307
pinus	B	307
heldreichii	I	307
‘Smidtii’	O	307
Small,	O	308
but	O	308
often	O	308
attractive	O	308
flowers	O	308
are	O	308
followed	O	308
by	O	308
2-winged	O	308
fruits	O	308
See	O	309
syringa	B	309
vulgaris	I	309
‘Jan	O	309
van	O	309
Tol’	O	309
Has	O	310
flat	O	310
heads	O	310
of	O	310
bright	O	310
yellow	O	310
flowers	O	310
throughout	O	310
summer	O	310
above	O	310
a	O	310
mass	O	310
of	O	310
small,	O	310
feathery,	O	310
gray-green	O	310
leaves	O	310
See	O	311
cassinia	B	311
leptophylla	I	311
subsp	O	311
See	O	312
persicaria	B	312
macrophylla	I	312
See	O	313
peltandra	B	313
virginica	I	313
grosseri	O	314
(Snakebark	O	314
maple),	O	314
illus	O	314
Leaves	O	315
consist	O	315
of	O	315
3	O	315
oval,	O	315
toothed	O	315
leaflets,	O	315
bronze-tinged	O	315
when	O	315
young,	O	315
dark	O	315
green	O	315
in	O	315
summer,	O	315
turning	O	315
red	O	315
and	O	315
yellow	O	315
in	O	315
fall	O	315
helleborus	I	316
x	O	316
hybridus	O	316
(Lenten	O	316
rose)	O	316
Has	O	317
5-lobed,	O	317
bright	O	317
green	O	317
leaves	O	317
that	O	317
turn	O	317
yellow	O	317
in	O	317
fall	O	317
H	O	318
50–100ft	O	318
(15–30m),	O	318
S	O	318
15–25ft	O	318
(5–8m)	O	318
scrophularia	B	319
auriculata	I	319
‘Variegata’,	O	319
syn	O	319
leycesteria	B	320
formosa	I	320
(Himalayan	O	320
honeysuckle)	O	320
houttuynia	B	321
cordata	I	321
‘Plena’	O	321
is	O	321
a	O	321
spreading	O	321
perennial	O	321
See	O	322
saxifraga	B	322
burseriana	I	322
‘Crenata’	O	322
Small,	O	323
3-lobed,	O	323
glossy,	O	323
dark	O	323
green	O	323
leaves	O	323
remain	O	323
on	O	323
tree	O	323
until	O	323
late	O	323
fall	O	323
acacia	O	324
longifolia	O	324
(Sydney	O	324
golden	O	324
wattle)	O	324
Semievergreen,	O	325
upright	O	325
perennial	O	325
Long,	O	326
thong-like	O	326
roots	O	326
make	O	326
plants	O	326
difficult	O	326
to	O	326
eradicate	O	326
if	O	326
wrongly	O	326
placed	O	326
‘Aurea’,	O	327
H	O	327
30–50ft	O	327
(10–15m),	O	327
S	O	327
10–12ft	O	327
(3–4m),	O	327
is	O	327
a	O	327
slow-growing,	O	327
oval	O	327
or	O	327
conical	O	327
form	B	327
with	I	327
gold	I	327
foliage	O	327
and	O	327
abundant	O	327
yellow,	O	327
male	O	327
cones	O	327
Propagate	O	328
by	O	328
softwood,	O	328
greenwood	O	328
or	O	328
semiripe	O	328
cuttings	O	328
in	O	328
summer	O	328
‘Gold	O	329
Plate’,	O	329
illus	O	329
Pink-gray	O	330
bark	O	330
peels	O	330
in	O	330
fine	O	330
flakes	O	330
‘Madeline	O	331
Spitta’,	O	331
illus	O	331
hedera	B	332
helix	I	332
‘Purpurea’,	O	332
H	O	332
12ft	O	332
(4m),	O	332
S	O	332
8ft	O	332
(2	O	332
See	O	333
potentilla	B	333
fruticosa	I	333
var	O	333
clintonia	B	334
borealis	I	334
See	O	335
syringa	B	335
vulgaris	I	335
‘Primrose’	O	335
abies	O	336
koreana,	O	336
illus	O	336
Deciduous,	O	337
open	O	337
shrub	O	337
Oval,	O	338
glossy,	O	338
dark	O	338
green	O	338
leaves	O	338
often	O	338
turn	O	338
yellow	O	338
or	O	338
orange	O	338
in	O	338
fall	O	338
Z3–8	O	339
H8–1	O	339
See	O	340
convolvulus	B	340
tricolor	I	340
See	O	341
nierembergia	B	341
repens	I	341
Cylindrical,	O	342
tapered	O	342
cones,	O	342
4–6in	O	342
(10–15cm)	O	342
long,	O	342
are	O	342
brown	O	342
when	O	342
ripe	O	342
cyrilla	B	343
racemiflora	I	343
(Leatherwood)	O	343
euphorbia	B	344
characias	I	344
subsp	O	344
macleaya	B	345
microcarpa	I	345
‘Kelway’s	O	345
Coral	O	345
Plume’,	O	345
illus	O	345
See	O	346
viburnum	B	346
plicatum	I	346
‘Nanum	O	346
Semperflorens’	O	346
H	O	347
18in	O	347
(45cm),	O	347
S	O	347
24in	O	347
(60cm)	O	347
physocarpus	B	348
opulifolius	I	348
(Ninebark)	O	348
See	O	349
anemone	B	349
hupehensis	I	349
var	O	349
See	O	350
ardisia	B	350
crenata	I	350
Has	O	351
smooth,	O	351
gray	O	351
bark	O	351
and	O	351
gray-green	O	351
leaves	O	351
that	O	351
are	O	351
semi-spirally	O	351
arranged	O	351
Broad	O	352
3-	O	352
or	O	352
5-lobed,	O	352
bright	O	352
green	O	352
leaves	O	352
turn	O	352
bright	O	352
orange-red	O	352
in	O	352
early	O	352
fall	O	352
See	O	353
emilia	B	353
coccinea	I	353
Branches	O	354
are	O	354
streaked	O	354
green	O	354
and	O	354
white	O	354
See	O	355
saxifraga	B	355
callosa	I	355
achillea	O	356
argentea	O	356
See	O	357
prunus	B	357
pendula	I	357
‘Stellata’	O	357
viburnum	B	358
opulus	I	358
(European	O	358
cranberry	O	358
bush,	O	358
Guelder	O	358
rose)	O	358
phormium	B	359
tenax	I	359
(New	O	359
Zealand	O	359
flax)	O	359
sambucus	B	360
racemosa	I	360
(Red-berried	O	360
elder)	O	360
pinus	B	361
mugo	I	361
(Mountain	O	361
pine,	O	361
Mugo	O	361
pine)	O	361
physalis	B	362
alkekengi	I	362
(Chinese	O	362
lantern,	O	362
Japanese	O	362
lantern)	O	362
achillea	O	363
‘The	O	363
Beacon’,	O	363
illus	O	363
Whitefly	O	364
and	O	364
red	B	364
spider	I	364
mite	O	364
may	O	364
be	O	364
troublesome	O	364
See	O	365
potentilla	B	365
fruticosa	I	365
‘Red	O	365
Ace’	O	365
Many	O	366
cultivars	O	366
commonly	O	366
listed	O	366
under	O	366
juniperus	B	366
chinensis	I	366
are	O	366
forms	O	366
of	O	366
juniperus	O	366
x	O	366
pfitzeriana	O	366
viola	B	367
tricolor	I	367
‘Green	O	367
Goddess’,	O	367
illus	O	367
limonium	B	368
latifolium	I	368
‘Blue	O	368
Cloud’	O	368
salix	B	369
alba	I	369
f	O	369
See	O	370
also	O	370
CONIFERS	O	370
Whitefly	O	371
and	O	371
red	B	371
spider	I	371
mite	O	371
may	O	371
be	O	371
a	O	371
problem	O	371
Clump-forming,	O	372
free-flowering	O	372
hybrid	O	372
between	O	372
an	O	372
herbaceous	O	372
perennial	O	372
and	O	372
a	O	372
tree	B	372
peony	I	372
lonicera	B	373
tatarica	I	373
(Tatarian	O	373
honeysuckle),	O	373
illus	O	373
holboellia	B	374
coriacea	I	374
See	O	375
skimmia	B	375
japonica	I	375
‘Veitchii’	O	375
Restrict	I	376
growth	O	376
by	O	376
cutting	O	376
back	O	376
after	O	376
flowering;	O	376
trim	O	376
hedges	O	376
in	O	376
mid-summer	O	376
oxalis	B	377
enneaphylla	I	377
amorpha	B	378
canescens	I	378
(Lead	O	378
plant)	O	378
populus	O	379
x	O	379
canescens,	B	379
illus	I	379
See	O	380
arisaema	B	380
triphyllum	I	380
buxus	B	381
balearica	I	381
(Balearic	O	381
boxwood),	O	381
illus	O	381
See	O	382
potentilla	B	382
fruticosa	I	382
‘Tangerine’	O	382
euonymus	B	383
europaeus	I	383
(Spindle	O	383
tree)	O	383
See	O	384
nierembergia	B	384
linariifolia	I	384
tolmiea	B	385
menziesii	I	385
(Piggyback	O	385
plant,	O	385
Thousand	O	385
mothers,	O	385
Youth-on-age)	O	385
See	O	386
gaultheria	B	386
myrsinoides	I	386
Aphids	O	387
and	O	387
red	B	387
spider	I	387
mite	O	387
may	O	387
cause	O	387
problems	O	387
See	O	388
dianthus	B	388
gratianopolitanus	I	388
cymbalaria	B	389
muralis	I	389
(Ivy-leaved	O	389
toadflax,	O	389
Kenilworth	O	389
ivy)	O	389
Propagate	O	390
by	O	390
division	O	390
in	O	390
early	O	390
spring	O	390
or	O	390
fall	O	390
or	O	390
by	O	390
softwood	O	390
cuttings	O	390
in	O	390
early	O	390
summer	O	390
Aphids	O	391
and	O	391
red	B	391
spider	I	391
mite	O	391
may	O	391
be	O	391
troublesome	O	391
in	O	391
hot	O	391
weather	O	391
Semievergreen,	O	392
upright	O	392
perennial	O	392
See	O	393
zinnia	B	393
haageana	I	393
‘Orange	O	393
Star’	O	393
olearia	B	394
phlogopappa	I	394
See	O	395
spathiphyllum	B	395
wallisii	I	395
‘Clevelandii’	O	395
hoya	B	396
lanceolata	I	396
subsp	O	396
See	O	397
parodia	B	397
mueller-melchersii	I	397
abies	O	398
amabilis	O	398
(Pacific	O	398
fir)	O	398
arbutus	B	399
andrachne	I	399
(Grecian	O	399
strawberry	O	399
tree)	O	399
acantholimon	O	400
nikoense	O	400
(Nikko	O	400
maple)	O	400
See	O	401
ailanthus	B	401
altissima	I	401
eragrostis	B	402
curvula	I	402
‘Totnes	O	402
Burgundy’,	O	402
illus	O	402
H	O	403
6ft	O	403
(2m),	O	403
S	O	403
10ft	O	403
(3m)	O	403
Has	O	404
3-lobed,	O	404
glossy,	O	404
dark	O	404
green	O	404
leaves,	O	404
usually	O	404
providing	O	404
long-lasting	O	404
display	O	404
of	O	404
red,	O	404
orange	O	404
and	O	404
purple	O	404
in	O	404
fall	O	404
See	O	405
allium	B	405
neapolitanum	I	405
abutilon	O	406
‘Golden	O	406
Fleece’	O	406
See	O	407
emilia	B	407
coccinea	I	407
Whitefly,	O	408
red	B	408
spider	I	408
mite	O	408
and	O	408
mealy	O	408
bug	O	408
may	O	408
be	O	408
a	O	408
problem	O	408
Z3–9	O	409
H9–1	O	409
‘Chitose-yama’	O	410
has	O	410
mid-green	O	410
foliage	O	410
that	O	410
gradually	O	410
turns	O	410
brilliant	O	410
red	O	410
from	O	410
late	O	410
summer	O	410
to	O	410
fall	O	410
In	O	411
the	O	411
growing	O	411
season,	O	411
young	O	411
plants	O	411
may	O	411
need	O	411
tip	O	411
pruning	O	411
to	O	411
promote	O	411
bushy	O	411
growth	O	411
Erect	O	412
perennial	O	412
H	O	413
and	O	413
S	O	413
30in	O	413
(75cm)	O	413
Clusters	O	414
of	O	414
small,	O	414
reddish-purple	O	414
flowers	O	414
are	O	414
borne	O	414
in	O	414
mid-spring	O	414
H	O	415
32in	O	415
(80cm)	O	415
or	O	415
more,	O	415
S	O	415
16in	O	415
(40cm)	O	415
plicatum	O	416
‘Watanabe’,	O	416
viburnum	B	416
plicatum	I	416
‘Watenabei’,	O	416
viburnum	O	416
watenabei,	O	416
H	O	416
6ft	O	416
(2m),	O	416
S	O	416
5ft	O	416
(1	O	416
See	O	417
fitzroya	B	417
cupressoides	I	417
aralia	B	418
elata	I	418
‘Albomarginata’	O	418
illus	O	418
fittonia	B	419
albivenis	I	419
Argyroneura	O	419
Group,	O	419
syn	O	419
Z3–9	O	420
H9–1	O	420
See	O	421
acantholimon	O	421
platanoides	O	421
‘Palmatifidum’	O	421
H	O	422
70–100ft	O	422
(20–30m),	O	422
S	O	422
15–30ft	O	422
(5–10m)	O	422
taxus	B	423
baccata	I	423
‘Aurea’	O	423
have	O	423
goldenyellow	O	423
foliage	O	423
See	O	424
ipomoea	B	424
indica	I	424
Z3–9	O	425
H9–1	O	425
See	O	426
eichhornia	B	426
crassipes	I	426
Under	O	427
cover,	O	427
red	B	427
spider	I	427
mite	O	427
may	O	427
be	O	427
troublesome	O	427
See	O	428
stachys	B	428
byzantina	I	428
Oblong,	O	429
violet-blue	O	429
cones	O	429
are	O	429
31/2–6in	O	429
(9–15cm)	O	429
long	O	429
arundo	B	430
donax	I	430
(Giant	O	430
reed)	O	430
225),	O	431
H	O	431
36in	O	431
(90cm),	O	431
produces	O	431
a	O	431
prolific	O	431
display	O	431
of	O	431
soft	B	431
blue	I	431
flowers,	O	431
veined	O	431
in	O	431
white	O	431
on	O	431
falls	O	431
Fast-growing,	O	432
deciduous,	O	432
upright	O	432
shrub	O	432
anemone	O	433
x	O	433
hybrida	O	433
‘Prince	B	433
Henry’	I	433
has	I	433
single,	O	433
deep	O	433
pink	O	433
flowers	O	433
on	O	433
slender	O	433
stems	O	433
Acidanthera	O	434
murielae	O	434
dianthus	B	435
chinensis	I	435
(China	O	435
pink,	O	435
Indian	O	435
pink)	O	435
aronia	B	436
arbutifolia	I	436
(Red	O	436
chokeberry),	O	436
illus	O	436
Has	O	437
widely	O	437
spreading,	O	437
blue-green	O	437
or	O	437
gray	O	437
leaves	O	437
and	O	437
cylindrical,	O	437
green	O	437
or	O	437
pale	O	437
blue	O	437
cones,	O	437
3–5in	O	437
(8–12cm)	O	437
long	O	437
Most	O	438
prefer	O	438
full	O	438
sun	O	438
and	O	438
well-drained	O	438
soil	O	438
(although	O	438
senecio	O	438
articulatus	O	438
and	O	438
senecio	B	438
rowleyanus	I	438
tolerate	O	438
partial	O	438
shade	O	438
and	O	438
need	O	438
very	O	438
welldrained	O	438
soil)	O	438
Upright	O	439
conifer	O	439
with	O	439
a	O	439
conical	O	439
crown;	O	439
old	O	439
trees	O	439
have	O	439
massive,	O	439
spreading,	O	439
erect	O	439
branches	O	439
acantholimon	O	440
lobelii	O	440
(Lobel’s	O	440
maple)	O	440
illus	O	440
ficus	B	441
benjamina	I	441
(Weeping	O	441
fig)	O	441
‘Corallinum’,	O	442
illus	O	442
viola	B	443
tricolor	I	443
‘Bowles’	O	443
Black’,	O	443
illus	O	443
Whitefly	O	444
and	O	444
red	B	444
spider	I	444
mite	O	444
are	O	444
sometimes	O	444
troublesome	O	444
See	O	445
nectaroscordum	B	445
siculum	I	445
subsp	O	445
See	O	446
acaena	O	446
novae-zelandiae	O	446
See	O	447
glyceria	B	447
maxima	I	447
‘Variegata’	O	447
Aphids,	O	448
red	B	448
spider	I	448
mite	O	448
and	O	448
whitefly	O	448
may	O	448
be	O	448
troublesome	O	448
See	O	449
hedera	B	449
helix	I	449
‘Manda’s	O	449
Crested’	O	449
paeonia	B	450
delavayi	I	450
var	O	450
ribes	B	451
sanguineum	I	451
(Flowering	O	451
currant)	O	451
See	O	452
muscari	B	452
aucheri	I	452
Propagate	O	453
species	O	453
by	O	453
seed	O	453
as	O	453
soon	O	453
as	O	453
ripe	O	453
or	O	453
in	O	453
fall;	O	453
ACAENA	O	453
ROSACEAE	O	453
Genus	O	453
of	O	453
mainly	O	453
summer-flowering	O	453
subshrubs	O	453
and	O	453
perennials,	O	453
evergreen	O	453
in	O	453
all	O	453
but	O	453
the	O	453
severest	O	453
winters,	O	453
grown	O	453
for	O	453
their	O	453
leaves	O	453
and	O	453
colored	O	453
burs	O	453
and	O	453
as	O	453
groundcover	O	453
anemonopsis	B	454
macrophylla	I	454
(False	O	454
anemone),	O	454
illus	O	454
H	O	455
6ft	O	455
(2m)	O	455
or	O	455
more,	O	455
S	O	455
3–6ft	O	455
(1–2m)	O	455
In	O	456
mild	O	456
areas,	O	456
tubers	O	456
of	O	456
half-hardy	O	456
cosmos	B	456
atrosanguineus	I	456
may	O	456
be	O	456
overwintered	O	456
in	O	456
ground	O	456
if	O	456
protected	O	456
with	O	456
a	O	456
deep	O	456
mulch	O	456
nicotiana	B	457
sylvestris	I	457
(Flowering	O	457
tobacco)	O	457
chionodoxa	B	458
luciliae	I	458
of	O	458
gardens	O	458
agrostemma	B	459
githago	I	459
hedera	B	460
colchica	I	460
‘Paddy’s	O	460
Pride’	O	460
illus	O	460
See	O	461
cyrtanthus	B	461
brachyscyphus	I	461
See	O	462
juglans	B	462
microcarpa	I	462
eupatorium	B	463
purpureum	I	463
(Joe	O	463
Pye	O	463
weed)	O	463
Is	O	464
good	O	464
for	O	464
a	O	464
rock	O	464
garden	O	464
See	O	465
acantholimon	O	465
grosseri	O	465
See	O	466
potentilla	B	466
fruticosa	I	466
‘Beesii’	O	466
cultivars	O	467
by	O	467
various	O	467
grafting	O	467
methods	O	467
in	O	467
late	O	467
winter	O	467
or	O	467
early	O	467
spring,	O	467
or	O	467
by	O	467
budding	O	467
in	O	467
summer	O	467
Z3–9	O	468
H9–1	O	468
morus	B	469
alba	I	469
(White	O	469
mulberry)	O	469
Bears	O	470
scented,	O	470
pointed	O	470
to	O	470
cupped,	O	470
double,	O	470
light	B	470
pink	I	470
shaded,	O	470
salmon	O	470
flowers,	O	470
5in	O	470
(12cm)	O	470
across,	O	470
mainly	O	470
in	O	470
summer,	O	470
but	O	470
some	O	470
may	O	470
also	O	470
appear	O	470
in	O	470
fall	O	470
See	O	471
syringa	B	471
vulgaris	I	471
‘Katherine	O	471
Havemeyer’	O	471
LATHRAEA	O	472
SCROPHULARIACEAE	O	472
Genus	O	472
of	O	472
spreading	O	472
perennials	O	472
that	O	472
grow	O	472
as	O	472
parasites	O	472
on	O	472
the	O	472
roots	O	472
of	O	472
trees,	O	472
in	O	472
the	O	472
case	O	472
of	O	472
lathraea	B	472
clandestina	I	472
on	O	472
willow	O	472
or	O	472
poplar	O	472
sambucus	B	473
nigra	I	473
(Elderberry,	O	473
European	O	473
elder,	O	473
European	O	473
red	O	473
elder)	O	473
See	O	474
syringa	B	474
vulgaris	I	474
SYRINGA	O	474
‘Maréchal	O	474
Foch’	O	474
See	O	475
arabis	B	475
procurrens	I	475
‘Variegata’	O	475
Whitefly	O	476
and	O	476
red	B	476
spider	I	476
mite	O	476
may	O	476
be	O	476
troublesome	O	476
acaena	B	477
saccaticupula	I	477
‘Blue	O	477
Haze’,	O	477
syn	O	477
Propagate	O	478
cornus	B	478
alba	I	478
and	O	478
cornus	O	478
sericea	O	478
‘Flaviramea’	O	478
by	O	478
softwood	O	478
cuttings	O	478
in	O	478
summer	O	478
or	O	478
by	O	478
hardwood	O	478
cuttings	O	478
in	O	478
fall	O	478
or	O	478
winter;	O	478
variegated	O	478
forms	O	478
of	O	478
cornus	O	478
alternifolia	O	478
and	O	478
cornus	O	478
controversa	O	478
by	O	478
grafting	O	478
in	O	478
winter;	O	478
C	O	478
dianthus	B	479
deltoides	I	479
‘Flashing	O	479
Light’,	O	479
illus	O	479
See	O	480
helleborus	B	480
argutifolius	I	480
Whitefly	O	481
and	O	481
red	B	481
spider	I	481
mite	O	481
may	O	481
be	O	481
troublesome	O	481
arisarum	B	482
proboscideum	I	482
(Mouse	O	482
plant)	O	482
achimenes	O	483
pulchella	O	483
lysimachia	B	484
congestiflora	I	484
‘Outback	O	484
Sunset’,	O	484
illus	O	484
leonotis	B	485
leonurus	I	485
(Lion’s	O	485
ear),	O	485
illus	O	485
See	O	486
viburnum	B	486
plicatum	I	486
‘Nanum	O	486
Semperflorens’	O	486
acis	O	487
saccharum	O	487
(Sugar	O	487
maple)	O	487
In	O	488
late	O	488
spring,	O	488
tall,	O	488
slender	O	488
stems	O	488
bear	O	488
pendent,	O	488
bell-shaped,	O	488
shortspurred,	O	488
soft	B	488
blue	I	488
flowers	O	488
salix	B	489
alba	I	489
(White	O	489
willow)	O	489
Has	O	490
oval,	O	490
toothed	O	490
leaves,	O	490
and	O	490
large,	O	490
funnel-shaped,	O	490
peachcolored	O	490
flowers	O	490
in	O	490
summer	O	490
‘Francis	O	491
Mason’	O	491
is	O	491
a	O	491
vigorous,	O	491
semievergreen,	O	491
arching	O	491
shrub	O	491
campanula	B	492
medium	I	492
(Canterbury	O	492
bell)	O	492
See	O	493
cytisus	B	493
ardoinoi	I	493
See	O	494
myosotis	B	494
alpestris	I	494
See	O	495
rhus	B	495
typhina	I	495
acantholimon	O	496
davidii	O	496
subsp	O	496
May	O	497
spread	O	497
rapidly	O	497
achimenes	O	498
coccinea,	O	498
achimenes	O	498
pulchella	O	498
mediopicta,	O	499
furcraea	B	499
foetida	I	499
‘Variegata’)	O	499
illus	O	499
See	O	500
nolana	B	500
paradoxa	I	500
achillea	O	501
‘Lachsschönheit’,	O	501
illus	O	501
In	O	502
early	O	502
and	O	502
mid-summer	O	502
produces	O	502
spikes	O	502
of	O	502
up	O	502
to	O	502
27	O	502
strongly	O	502
ruffled,	O	502
almost	O	502
translucent,	O	502
light	B	502
pink	I	502
flowers	O	502
concolor,	O	503
chimonanthus	B	503
praecox	I	503
‘Concolor’	O	503
has	O	503
pure	O	503
yellow	O	503
flowers	O	503
See	O	504
chionodoxa	B	504
luciliae	I	504
polypodium	B	505
interjectum	I	505
‘Cornubiense’,	O	505
syn	O	505
anemone	B	506
apennina	I	506
(Apennine	O	506
anemone)	O	506
ACACIA	O	507
LEGUMINOSAE/MIMOSACEAE	O	507
Genus	O	507
of	O	507
evergreen,	O	507
semievergreen	O	507
or	O	507
deciduous	O	507
trees	O	507
and	O	507
shrubs,	O	507
grown	O	507
for	O	507
their	O	507
tiny	O	507
flowers,	O	507
composed	O	507
of	O	507
massed	O	507
stamens,	O	507
and	O	507
for	O	507
their	O	507
foliage	O	507
See	O	508
penstemon	B	508
serrulatus	I	508
Deciduous,	O	509
upright	O	509
and	O	509
spreading	O	509
tree	O	509
achillea	O	510
‘Paprika’	O	510
H	O	511
3ft	O	511
(1m)	O	511
or	O	511
more,	O	511
S	O	511
16in	O	511
(40cm)	O	511
ilex	B	512
aquifolium	I	512
‘Aurea	O	512
Regina’,	O	512
H	O	512
30ft	O	512
(10m),	O	512
S	O	512
20ft	O	512
(6m),	O	512
is	O	512
a	O	512
dense	O	512
tree	O	512
that,	O	512
despite	O	512
its	O	512
name,	O	512
is	O	512
male	O	512
pulsatilla	B	513
vulgaris	I	513
subsp	O	513
Has	O	514
feathery,	O	514
dark	O	514
green,	O	514
basal	O	514
leaves	O	514
muscari	B	515
botryoides	I	515
(Common	O	515
grape	O	515
hyacinth)	O	515
See	O	516
larix	B	516
decidua	I	516
campanula	B	517
punctata	I	517
(Spotted	O	517
bellflower)	O	517
H	O	518
and	O	518
S	O	518
6–10ft	O	518
(2–3m)	O	518
Bears	O	519
cylindrical	O	519
clusters	O	519
of	O	519
golden-yellow	O	519
flowers	O	519
in	O	519
early	O	519
spring	O	519
Z3–9	O	520
H9–1	O	520
See	O	521
mentha	B	521
suaveolens	I	521
See	O	522
celastrus	B	522
orbiculatus	I	522
See	O	523
A	O	523
cupressus	B	524
sempervirens	I	524
‘Stricta’,	O	524
illus	O	524
Z11	O	525
H11–6	O	525
Has	O	526
white-striped	O	526
trunk	O	526
and	O	526
branches	O	526
See	O	527
robinia	B	527
hispida	I	527
var	O	527
campsis	O	528
x	O	528
tagliabuana	O	528
‘Madame	B	528
Galen’,	I	528
illus	I	528
anemone	I	529
x	I	529
lipsiensis,	O	529
syn	O	529
Propagate	O	530
by	O	530
seed	O	530
or	O	530
division	O	530
in	O	530
early	O	530
fall	O	530
or	O	530
spring,	O	530
or	O	530
by	O	530
root	O	530
cuttings	O	530
in	O	530
winter	O	530
asphodelus	B	531
albus	I	531
prefers	O	531
light,	O	531
well-drained	O	531
soil	O	531
acacia	O	532
ulicifolia,	O	532
syn	O	532
See	O	533
pinus	B	533
densiflora	I	533
‘Umbraculifera’	O	533
Z6–9	O	534
H9–6	O	534
teucrium	B	535
fruticans	I	535
(Shrubby	O	535
germander,	O	535
Tree	O	535
germander)	O	535
Deciduous,	O	536
bushy-headed	O	536
shrub	O	536
or	O	536
tree	O	536
Trees	O	537
are	O	537
sometimes	O	537
attacked	O	537
by	O	537
aphids,	O	537
caterpillars	O	537
and	O	537
red	B	537
spider	I	537
mite,	O	537
and	O	537
are	O	537
susceptible	O	537
to	O	537
fireblight	O	537
and	O	537
apple	O	537
scab	O	537
See	O	538
deutzia	B	538
scabra	I	538
‘Plena’	O	538
celastrus	B	539
scandens	I	539
acantholimon	O	540
nikoense	O	540
‘Violetta’,	O	541
illus	O	541
thuja	B	542
plicata	I	542
(Western	O	542
red	O	542
cedar)	O	542
See	O	543
euonymus	B	543
fortunei	I	543
‘Golden	O	543
Prince’	O	543
oxalis	B	544
acetosella	I	544
(Wood	O	544
sorrel)	O	544
Whitefly	O	545
and	O	545
red	B	545
spider	I	545
mite	O	545
may	O	545
cause	O	545
problems	O	545
maritima	O	546
see	O	546
pinus	B	546
nigra	I	546
PIPTANTHUS	O	546
subsp	O	546
aciphylla	O	547
squarrosa,	O	547
illus	O	547
Leaves	O	548
are	O	548
oval	O	548
and	O	548
dark	O	548
green	O	548
tsuga	B	549
heterophylla	I	549
(Western	O	549
hemlock)	O	549
gypsophila	B	550
repens	I	550
See	O	551
cyperus	B	551
involucratus	I	551
achimenes	O	552
coccinea	O	552
achillea	O	553
‘Taygetea’,	O	553
syn	O	553
physostegia	B	554
virginiana	I	554
(False	O	554
dragonhead,	O	554
Obedient	O	554
plant)	O	554
See	O	555
geum	B	555
coccineum	I	555
Has	O	556
spoon-shaped,	O	556
toothed,	O	556
leathery,	B	556
green	I	556
leaves	I	556
Throughout	I	557
summer	O	557
bears	O	557
profuse	O	557
clusters	O	557
of	O	557
open	O	557
funnel-shaped,	O	557
red-eyed,	O	557
white	O	557
flowers,	O	557
aging	O	557
to	O	557
soft	O	557
pink,	O	557
with	O	557
deeply	O	557
notched	O	557
petals	O	557
See	O	558
furcraea	B	558
foetida	I	558
‘Mediopicta’	O	558
Seed	O	559
is	O	559
rarely	O	559
set	O	559
in	O	559
cultivation	O	559
Has	O	560
feathery,	O	560
soft,	O	560
gray-green	O	560
leaves	O	560
See	O	561
potentilla	B	561
fruticosa	I	561
‘Manchu’	O	561
prunus	B	562
pendula	I	562
‘Pendula	O	562
Rubra’,	O	562
illus	O	562
brassavola	B	563
nodosa	I	563
(Lady-of-the-night),	O	563
illus	O	563
symplocos	B	564
paniculata	I	564
(Sapphireberry,	O	564
Chinese	O	564
lilac),	O	564
illus	O	564
Z6–9	O	565
H9–6	O	565
H	O	566
and	O	566
S	O	566
40ft	O	566
(12m)	O	566
H	O	567
15ft	O	567
(5m),	O	567
S	O	567
10ft	O	567
(30m)	O	567
Has	O	567
oval,	O	567
lobed,	O	567
toothed,	O	567
dark	O	567
green	O	567
leaves	O	567
Water	O	568
container	O	568
plants	O	568
freely	O	568
when	O	568
in	O	568
full	O	568
growth,	O	568
much	O	568
less	O	568
at	O	568
other	O	568
times	O	568
and	O	568
in	O	568
low	O	568
temperatures	O	568
Luxuriant	O	569
foliage	O	569
is	O	569
rich	O	569
green	O	569
acantholimon	O	570
buergerianum	O	570
(Trident	O	570
maple)	O	570
acanthus	B	571
spinosus	I	571
(Spiny	O	571
bear’s	O	571
breeches),	O	571
illus	O	571
Has	I	572
softhairy,	I	572
woody	O	572
stems	O	572
and	O	572
ovate,	O	572
sometimes	O	572
lobed,	O	572
dark	O	572
green	O	572
leaves	O	572
acantholimon	O	573
