sentence_id	words	labels
10	slowly,	O
11	grown	O
12	mainly	O
13	for	O
14	their	O
15	glossy	O
16	foliage	O
0		
1	Although	O
2	very	O
3	tolerant,	O
4	is	O
5	best	O
6	grown	O
7	in	O
8	a	O
9	cool,	O
10	shady	O
11	position	O
12	away	O
13	from	O
14	direct	O
15	sunlight	O
16	and	O
17	in	O
18	well-drained	O
19	soil	O
0		
1	Water	O
2	frequently	O
3	when	O
4	in	O
5	full	O
6	growth,	O
7	less	O
8	at	O
9	other	O
10	times	O
0		
1	Propagate	O
2	by	O
3	division	O
4	of	O
5	rhizomes	O
6	in	O
7	spring	O
0		
1	aspidistra	O
2	attenuata	O
0		
1	Evergreen,	O
2	rhizomatous	O
3	perennial	O
0		
1	H	O
2	36in	O
3	(100cm),	O
4	S	O
5	20in	O
6	(50cm)	O
7	or	O
8	more	O
0		
1	Has	O
2	long-stalked,	O
3	pointed,	O
4	elliptic,	O
5	yellow-spotted,	O
6	glossy,	O
7	deep	O
8	green	O
9	leaves,	O
10	18–20in	O
11	(45–50cm)	O
12	long	O
0		
1	Small,	O
2	urn-shaped	O
3	red	O
4	and	O
5	yellow	O
6	flowers	O
7	are	O
8	produced	O
9	at	O
10	ground	O
11	level	O
12	in	O
13	spring	O
14	or	O
15	fall	O
0		
1	Z10–13	O
2	H12–1	O
0		
1	aspidistra	O
2	daibuensis	O
0		
1	Evergreen,	O
2	rhizomatous	O
3	perennial	O
0		
1	H	O
2	36in	O
3	(100cm),	O
4	S	O
5	20in	O
6	(50cm)	O
7	or	O
8	more	O
0		
1	Produces	O
2	lance-shaped,	O
3	yellowspotted,	O
4	glossy,	O
5	deep	O
6	green	O
7	leaves,	O
8	16–	O
9	24in	O
10	(40–60cm)	O
11	long	O
0		
1	Cup-shaped,	O
2	yellow	O
3	flowers	O
4	are	O
5	borne	O
6	near	O
7	ground	O
8	level,	O
9	in	O
10	summer–fall	O
0		
1	Z10–13	O
2	H12–1	O
0		
1	aspidistra	B
2	elatior	I
3	(Cast-iron	O
4	plant)	O
0		
1	Evergreen,	O
2	rhizomatous	O
3	perennial	O
0		
1	H	O
2	24in	O
3	(60cm),	O
4	S	O
5	18in	O
6	(45cm)	O
0		
1	Has	O
2	upright,	O
3	narrow,	O
4	pointed-oval	O
5	leaves,	O
6	to	O
7	24in	O
8	(60cm)	O
9	long	O
0		
1	Inconspicuous,	O
2	cream	O
3	to	O
4	purple	O
5	flowers	O
6	are	O
7	occasionally	O
8	produced	O
9	on	O
10	short	O
11	stalks	O
12	near	O
13	soil	O
14	level	O
0		
1	Z7–11	O
2	H11–4	O
0		
1	‘Asahi’	O
2	has	O
3	variegated	O
4	leaves	O
5	each	O
6	with	O
7	a	O
8	narrow,	O
9	inverted	O
10	wedge-shaped,	O
11	white	O
12	zone	O
13	extending	O
14	down	O
15	the	O
16	leaf	O
17	from	O
18	the	O
19	apex	O
0		
1	Z7–11	O
2	H11–4	O
0		
1	‘Variegata’,	O
2	illus	O
0		
1	aspidistra	O
2	zongbayi	O
3	‘Uan	O
4	Fat	O
5	Lady’	O
0		
1	Evergreen,	O
2	rhizomatous	O
3	perennial	O
0		
1	H	O
2	20in	O
3	(50cm),	O
4	S	O
5	12in	O
6	(30cm)	O
7	or	O
8	more	O
0		
1	Slender	O
2	leaf	O
3	stalks	O
4	bear	O
5	broadly	O
6	oval,	O
7	wavymargined,	O
8	bright	O
9	green	O
10	leaves,	O
11	8in	O
12	(20cm)	O
13	long,	O
14	speckled	O
15	with	O
16	greenish-yellow	O
17	and	O
18	with	O
19	a	O
20	central,	O
21	broad,	O
22	pale	O
23	stripe	O
0		
1	Cupshaped,	O
2	purple	O
3	flowers	O
4	are	O
5	produced	O
6	near	O
7	ground	O
8	level	O
9	from	O
10	late	O
11	summer	O
12	to	O
13	fall	O
0		
1	Z11–14	O
2	H12–1	O
0		
1	ASPLENIACEAE	O
2	Genus	O
3	of	O
4	evergreen	O
5	or	O
6	semievergreen	O
7	ferns	O
0		
1	Plants	O
2	described	O
3	prefer	O
4	partial	O
5	shade,	O
6	but	O
7	aspidistra	O
8	trichomanes	O
9	tolerates	O
10	full	O
11	sun	O
0		
1	Grow	O
2	in	O
3	any	O
4	moist	O
5	soil,	O
6	although	O
7	container	O
8	plants	O
9	should	O
10	be	O
11	cultivated	O
12	in	O
13	a	O
14	compost	O
15	that	O
16	includes	O
17	chopped	O
18	sphagnum	O
19	moss	O
20	or	O
21	coarse	O
22	peat	O
0		
1	Regularly	O
2	remove	O
3	any	O
4	fronds	O
5	that	O
6	are	O
7	fading	O
0		
1	Propagate	O
2	by	O
3	spores	O
4	or	O
5	bulbils,	O
6	if	O
7	produced,	O
8	in	O
9	late	O
10	summer	O
0		
1	aspidistra	O
2	bulbiferum	O
3	(Hen-and-chicken	O
4	fern,	O
5	Mother	O
6	spleenwort)	O
0		
1	Semievergreen	O
2	or	O
3	evergreen	O
4	fern	O
0		
1	H	O
2	6–12in	O
3	(15–30cm),	O
4	S	O
5	12in	O
6	(30cm)	O
0		
1	Lance-shaped,	O
2	finely	O
3	divided,	O
4	dark	O
5	green	O
6	fronds	O
7	produce	O
8	bulbils	O
9	from	O
10	which	O
11	young	O
12	plants	O
13	develop	O
0		
1	Z9–11	O
2	H11–8	O
0		
1	aspidistra	O
2	ceterach,	O
3	syn	O
0		
1	Ceterach	O
2	officinarum,	O
3	illus	O
0		
1	aspidistra	O
2	nidus,	O
3	illus	O
0		
1	aspidistra	O
2	scolopendrium,	O
3	syn	O
0		
1	Phyllitis	O
2	scolopendrium,	O
3	Scolopendrium	O
4	vulgare,	O
5	illus	O
0		
1	Marginatum	O
2	Group,	O
3	syn	O
0		
1	Phyllitis	O
2	scolopendrium	O
3	‘Marginatum’,	O
4	illus	O
0		
1	aspidistra	O
2	trichomanes,	O
3	illus	O
0		
1	ASTELIA	O
2	ASTELIACEAE	O
3	Genus	O
4	of	O
5	clump-forming	O
6	perennials,	O
7	grown	O
8	mainly	O
9	for	O
10	their	O
11	foliage	O
0		
1	Prefers	O
2	full	O
3	sun	O
4	or	O
5	semi-shade	O
6	and	O
7	fertile	O
8	soil	O
9	that	O
10	does	O
11	not	O
12	dry	O
13	out	O
14	readily	O
0		
1	Propagate	O
2	by	O
3	division	O
4	in	O
5	spring	O
0		
1	astelia	O
2	chathamica,	O
3	illus	O
0		
1	astelia	O
2	nervosa	O
0		
1	Clump-forming	O
2	perennial	O
0		
1	H	O
2	2ft	O
3	(60cm),	O
4	S	O
5	5ft	O
6	(1	O
0		
1	Has	O
2	long,	O
3	swordshaped,	O
4	arching,	O
5	silvery-gray	O
6	leaves,	O
7	above	O
8	which,	O
9	in	O
10	summer,	O
11	rise	O
12	branching	O
13	panicles	O
14	of	O
15	small,	O
16	star-shaped,	O
17	pale	O
18	brown	O
19	flowers	O
0		
1	Z8–9	O
2	H9–8	O
0		
1	ASTER	O
2	COMPOSITAE/ASTERACEAE	O
3	Genus	O
4	of	O
5	perennials	O
6	and	O
7	deciduous	O
8	or	O
9	evergreen	O
10	subshrubs	O
11	with	O
12	daisylike	O
13	flower	O
14	heads	O
15	borne	O
16	in	O
17	summer-fall	O
0		
1	Prefers	O
2	sun	O
3	or	O
4	ASTILBE	O
5	partial	O
6	shade	O
7	and	O
8	fertile,	O
9	well-drained	O
10	soil,	O
11	with	O
12	adequate	O
13	moisture	O
14	all	O
15	summer	O
0		
1	Tall	O
2	asters	O
3	require	O
4	staking	O
0		
1	Propagate	O
2	by	O
3	softwood	O
4	cuttings	O
5	in	O
6	spring	O
7	or	O
8	by	O
9	division	O
10	in	O
11	spring	O
12	or	O
13	fall	O
0		
1	Some	O
2	species	O
3	may	O
4	suffer	O
5	from	O
6	powdery	O
7	mildew	O
0		
1	See	O
2	also	O
3	feature	O
4	panel	O
5	p	O
0		
1	astilbe	O
2	acris	O
0		
1	See	O
2	astilbe	O
3	sedifolius	O
0		
1	astilbe	O
2	albescens,	O
3	syn	O
0		
1	Microglossa	O
2	albescens	O
0		
1	Deciduous,	O
2	upright,	O
3	slender-stemmed	O
4	subshrub	O
0		
1	H	O
2	3ft	O
3	(1m),	O
4	S	O
5	5ft	O
6	(1	O
0		
1	Has	O
2	narrowly	O
3	lance-shaped,	O
4	gray-green	O
5	leaves	O
6	and	O
7	flattish	O
8	sprays	O
9	of	O
10	lavender-blue	O
11	flower	O
12	heads,	O
13	with	O
14	yellow	O
15	centers,	O
16	in	O
17	mid-summer	O
0		
1	Z7–10	O
2	H10–7	O
0		
1	astilbe	O
2	alpinus,	O
3	illus	O
0		
1	‘Dark	O
2	Beauty’	O
0		
1	See	O
2	astilbe	O
3	alpinus	O
4	‘Dunkle	O
5	Schöne’	O
0		
1	‘Dunkle	O
2	Schöne’,	O
3	syn	O
0		
1	astilbe	O
2	alpinus	O
3	‘Dark	O
4	Beauty’	O
5	is	O
6	a	O
7	clump-forming	O
8	perennial	O
0		
1	H	O
2	10in	O
3	(25cm),	O
4	S	O
5	18in	O
6	(45cm)	O
0		
1	Leaves	O
2	are	O
3	lanceshaped	O
4	and	O
5	dark	O
6	green	O
0		
1	Deep	O
2	purple	O
3	flower	O
4	heads	O
5	are	O
6	borne	O
7	from	O
8	mid-	O
9	to	O
10	late	O
11	summer	O
0		
1	Is	O
2	suitable	O
3	for	O
4	a	O
5	rock	O
6	garden	O
0		
1	Z4–8	O
2	H8–1	O
0		
1	astilbe	O
2	amellus	O
3	(Italian	O
4	aster)	O
0		
1	‘King	O
2	George’	O
3	illus	O
0		
1	‘Mauve	O
2	Beauty’	O
3	is	O
4	a	O
5	bushy	O
6	perennial	O
0		
1	H	O
2	and	O
3	S	O
4	20in	O
5	(50cm)	O
0		
1	In	O
2	fall	O
3	bears	O
4	clusters	O
5	of	O
6	large,	O
7	terminal,	O
8	daisylike,	O
9	violet	O
10	flower	O
11	heads	O
12	with	O
13	yellow	O
14	centers	O
0		
1	Leaves	O
2	are	O
3	lance-shaped,	O
4	coarse	O
5	and	O
6	mid-green	O
0		
1	Z5–8	O
2	H8–1	O
0		
1	‘Nocturne’,	O
2	H	O
3	30in	O
4	(75cm),	O
5	has	O
6	deep	O
7	lilac	O
8	flower	O
9	heads	O
10	with	O
11	yellow	O
12	centers	O
0		
1	Z5–8	O
2	H8–1	O
0		
1	‘Rudolph	O
2	Goethe’	O
3	with	O
4	large,	O
5	violetblue	O
6	flower	O
7	heads,	O
8	Z5–8	O
9	H8–1	O
0		
1	‘Sonia’	O
2	with	O
3	pink	O
4	flower	O
5	heads	O
6	and	O
7	Z5–8	O
8	H8–1	O
0		
1	‘Veilchenkönigin’,	O
2	syn	O
0		
1	amellus	O
2	‘Violet	O
3	Queen’	O
4	with	O
5	deep	O
6	violet	O
7	flower	O
8	heads	O
9	are	O
10	other	O
11	good	O
12	cultivars	O
0		
1	Z5–8	O
2	H8–1	O
0		
1	‘Violet	O
2	Queen’	O
0		
1	See	O
2	A	O
0		
1	amellus	O
2	‘Veilchenkönigin’	O
0		
1	astilbe	O
2	capensis	O
0		
1	See	O
2	Felicia	O
3	amelloides	O
0		
1	astilbe	O
2	‘Coombe	O
3	Fishacre’,	O
4	illus	O
0		
1	Clump-forming,	O
2	upright	O
3	perennial	O
0		
1	H	O
2	to	O
3	36in	O
4	(90cm),	O
5	S	O
6	14in	O
7	(35cm)	O
0		
1	Has	O
2	lanceshaped,	O
3	mid-green	O
4	leaves	O
0		
1	In	O
2	late	O
3	summer,	O
4	erect	O
5	stems	O
6	bear	O
7	masses	O
8	of	O
9	daisylike,	O
10	pinkish-mauve	O
11	flower	O
12	heads	O
13	with	O
14	yellow	O
15	centers	O
16	that	O
17	age	O
18	to	O
19	red	O
0		
1	Z4–8	O
2	H8–1	O
0		
1	astilbe	O
2	cordifolius	O
3	‘Silver	O
4	Spray’,	O
5	illus	O
0		
1	Bushy	O
2	perennial	O
0		
1	H	O
2	4ft	O
3	(1	O
0		
1	2m),	O
2	S	O
3	3ft	O
4	(1m)	O
0		
1	Dense,	O
2	arching	O
3	stems	O
4	bear	O
5	sprays	O
6	of	O
7	small,	O
8	pink-tinged,	O
9	white	O
10	flower	O
11	heads	O
12	in	O
13	fall	O
0		
1	Mid-green	O
2	leaves	O
3	are	O
4	lance-shaped	O
0		
1	Needs	O
2	staking	O
0		
1	Z5–8	O
2	H8–1	O
0		
1	astilbe	O
2	diffusus	O
0		
1	See	O
2	astilbe	O
3	lateriflorus	O
0		
1	astilbe	O
2	divaricatus	O
3	(White	O
4	wood	O
5	aster),	O
6	illus	O
0		
1	Spreading,	O
2	upright	O
3	perennial	O
0		
1	H	O
2	16in	O
3	(40cm),	O
4	S	O
5	12in	O
6	(30cm)	O
0		
1	Has	O
2	pointed,	O
3	oval,	O
4	toothed,	O
5	glossy,	O
6	dark	O
7	green	O
8	leaves	O
0		
1	In	O
2	late	O
3	summer,	O
4	purplish-black,	O
5	wiry,	O
6	branching,	O
7	arching	O
8	stems	O
9	bear	O
10	daisylike,	O
11	white	O
12	flower	O
13	heads	O
0		
1	Is	O
2	best	O
3	in	O
4	shade,	O
5	where	O
6	it	O
7	makes	O
8	good	O
9	groundcover	O
0		
1	Z4–8	O
2	H9–1	O
0		
1	astilbe	O
2	ericoides	O
3	(Heath	O
4	aster)	O
0		
1	Clumpforming,	O
2	bushy	O
3	perennial	O
0		
1	H	O
2	3ft	O
3	(1m),	O
4	S	O
5	12in	O
6	(30cm)	O
0		
1	From	O
2	late	O
3	summer	O
4	to	O
5	late	O
6	fall	O
7	produces	O
8	daisylike,	O
9	yellow-centered,	O
10	white	O
11	flower	O
12	heads,	O
13	sometimes	O
14	shaded	O
15	pink	O
16	or	O
17	blue,	O
18	in	O
19	lax	O
20	panicles	O
0		
1	Has	O
2	small,	O
3	lance-shaped,	O
4	mid-green	O
5	leaves	O
6	and	O
7	slender,	O
8	freely	O
9	branched	O
10	stems	O
0		
1	Z5–8	O
2	H8–1	O
0		
1	‘Blue	O
2	Star’,	O
3	H	O
4	32in	O
5	(80cm),	O
6	has	O
7	soft	O
8	mauve-blue	O
9	ray	O
10	florets	O
0		
1	Z5–8	O
2	H8–1	O
0		
1	‘Golden	O
2	Spray’	O
3	(illus	O
0		
1	249)	O
2	produces	O
3	pink-tinged,	O
4	white	O
5	flower	O
6	heads,	O
7	with	O
8	golden-yellow	O
9	centers	O
0		
1	Z5–8	O
2	H8–1	O
0		
1	‘Pink	O
2	Cloud’,	O
3	H	O
4	32in	O
5	(80cm),	O
6	is	O
7	vigorous,	O
8	with	O
9	arching	O
10	sprays	O
11	of	O
12	pale	O
13	pink	O
14	flower	O
15	heads	O
0		
1	Z5–8	O
2	H8–1	O
0		
1	prostratus,	O
2	H	O
3	to	O
4	8in	O
5	(20cm),	O
6	S	O
7	24in	O
8	(60cm),	O
9	makes	O
10	good	O
11	groundcover	O
12	and	O
13	has	O
14	tiny,	O
15	needlelike	O
16	leaves	O
17	and	O
18	white	O
19	or	O
20	pale	O
21	mauve	O
22	flower	O
23	heads	O
0		
1	Z5–8	O
2	H8–1	O
0		
1	prostratus	O
2	‘Snow	O
3	Flurry’	O
4	has	O
5	pure	O
6	white	O
7	flowers;	O
8	is	O
9	good	O
10	in	O
11	gravel	O
12	or	O
13	in	O
14	a	O
15	rock	O
16	garden	O
0		
1	Z5–8	O
2	H8–1	O
0		
1	‘White	O
2	Heather’	O
3	(illus	O
0		
1	249)	O
2	produces	O
3	long-lasting,	O
4	neat,	O
5	white	O
6	flower	O
7	heads	O
8	in	O
9	late	O
10	fall	O
11	and	O
12	wire	O
13	stems	O
14	that	O
15	may	O
16	need	O
17	support	O
0		
1	Z5–8	O
2	H8–1	O
0		
1	astilbe	O
2	x	O
3	frikartii	O
4	‘Mönch’	O
0		
1	Bushy	O
2	perennial	O
0		
1	H	O
2	30in	O
3	(75cm),	O
4	S	O
5	18in	O
6	(45cm)	O
0		
1	Bears	O
2	daisylike,	O
3	single,	O
4	soft	O
5	lavender-blue	O
6	flower	O
7	heads	O
8	with	O
9	yellowish-green	O
10	centers	O
11	continuously	O
12	from	O
13	mid-summer	O
14	to	O
15	late	O
16	fall	O
0		
1	Leaves	O
2	are	O
3	oval	O
4	and	O
5	rough	O
0		
1	May	O
2	need	O
3	staking	O
0		
1	Z5–8	O
2	H8–1	O
0		
1	‘Wunder	O
2	von	O
3	Stäfa’	O
4	(illus	O
0		
1	249)	O
2	has	O
3	lavender	O
4	flowers	O
0		
1	Z5–8	O
2	H8–1	O
0		
1	astilbe	O
2	‘Kylie’	O
0		
1	Clump-forming,	O
2	upright	O
3	perennial	O
0		
1	H	O
2	36in	O
3	(100cm),	O
4	S	O
5	18in	O
6	(45cm)	O
0		
1	Has	O
2	lance-shaped,	O
3	mildew-resistant,	O
4	deepgreen	O
5	leaves	O
0		
1	In	O
2	late	O
3	summer,	O
4	upright	O
5	then	O
6	arching	O
7	sprays	O
8	of	O
9	small,	O
10	daisylike,	O
11	clear	O
12	pastel-pink	O
13	flower	O
14	heads	O
15	are	O
16	borne	O
17	in	O
18	profusion	O
0		
1	Z4–8	O
2	H8–1	O
0		
1	astilbe	O
2	laevis	O
3	(Smooth	O
4	aster)	O
0		
1	Variable,	O
2	clumpforming	O
3	perennial	O
0		
1	H	O
2	48in	O
3	(120cm),	O
4	S	O
5	20in	O
6	(50cm)	O
0		
1	Has	O
2	long,	O
3	lance-shaped,	O
4	mildewresistant,	O
5	mid-green	O
6	leaves	O
0		
1	In	O
2	late	O
3	summer,	O
4	upright	O
5	purplish	O
6	stems	O
7	bear	O
8	abundant	O
9	sprays	O
10	of	O
11	daisylike,	O
12	pale	O
13	purple	O
14	flowers	O
0		
1	Z4–8	O
2	H8–1	O
0		
1	‘Bluebird’	O
2	has	O
3	violet-blue	O
4	flowers	O
0		
1	Z4–8	O
2	H8–1	O
0		
1	astilbe	O
2	lateriflorus,	O
3	syn	O
0		
1	astilbe	O
2	diffusus	O
3	(Calico	O
4	aster)	O
0		
1	Branching	O
2	perennial	O
0		
1	H	O
2	24in	O
3	(60cm),	O
4	S	O
5	20in	O
6	(50cm)	O
0		
1	Bears	O
2	sprays	O
3	of	O
4	tiny,	O
5	mauve	O
6	flower	O
7	heads,	O
8	with	O
9	pinkishbrown	O
10	centers,	O
11	in	O
12	fall	O
0		
1	Lance-shaped	O
2	leaves	O
3	are	O
4	small	O
5	and	O
6	dark	O
7	green	O
0		
1	Z4–8	O
2	H8–1	O
0		
1	horizontalis	O
2	has	O
3	flower	O
4	heads	O
5	that	O
6	are	O
7	sometimes	O
8	tinged	O
9	pink,	O
10	with	O
11	darker	O
12	pink	O
13	centers	O
0		
1	Z4–8	O
2	H8–1	O
0		
1	‘Lady	O
2	in	O
3	Black’,	O
4	H	O
5	4ft	O
6	(1	O
0		
1	2m),	O
2	has	O
3	bronzepurple	O
4	leaves	O
5	and	O
6	yellow-centered,	O
7	white	O
8	flower	O
9	heads	O
10	and	O
11	retains	O
12	its	O
13	leaf	O
14	coloring	O
15	well	O
16	during	O
17	growing	O
18	season	O
0		
1	Z4–8	O
2	H8–1	O
0		
1	‘Prince’,	O
2	H	O
3	20in	O
4	(50cm),	O
5	has	O
6	bronze-purple	O
7	leaves,	O
8	which	O
9	fade	O
10	to	O
11	dark	O
12	green,	O
13	and	O
14	small,	O
15	pink-centered,	O
16	white	O
17	flower	O
18	heads	O
0		
1	Z4–8	O
2	H8–1	O
0		
1	astilbe	O
2	linosyris,	O
3	illus	O
0		
1	astilbe	O
2	‘Little	O
3	Carlow’,	O
4	illus	O
0		
1	Clumpforming,	O
2	upright	O
3	perennial	O
0		
1	H	O
2	48in	O
3	(120cm),	O
4	S	O
5	18in	O
6	(45cm)	O
0		
1	Has	O
2	lance-shaped,	O
3	mildew-resistant,	O
4	deep-green	O
5	leaves	O
0		
1	In	O
2	fall,	O
3	upright	O
4	sprays	O
5	bear	O
6	masses	O
7	of	O
8	daisylike,	O
9	bright	O
10	mauve-blue	O
11	flower	O
12	heads	O
0		
1	Z4–9	O
2	H9–1	O
0		
1	astilbe	O
2	novae-angliae	O
3	(New	O
4	England	O
5	aster)	O
0		
1	Z4–8	O
2	H8–1	O
0		
1	‘Andenken	O
2	an	O
3	Alma	O
4	Pötschke’	O
5	Vigorous,	O
6	upright	O
7	perennial	O
0		
1	H	O
2	30in	O
3	(75cm),	O
4	S	O
5	to	O
6	24in	O
7	(60cm)	O
0		
1	In	O
2	fall	O
3	produces	O
4	clusters	O
5	of	O
6	single,	O
7	pink	O
8	flower	O
9	heads	O
10	on	O
11	stiff	O
12	stems	O
0		
1	Has	O
2	lance-shaped,	O
3	rough	O
4	leaves	O
0		
1	May	O
2	need	O
3	staking	O
0		
1	‘Autumn	O
2	Snow’	O
0		
1	See	O
2	astilbe	O
3	novae-angliae	O
4	‘Herbstschnee’	O
0		
1	‘Barr’s	O
2	Pink’	O
3	bears	O
4	semidouble,	O
5	bright	O
6	rose-pink	O
7	flower	O
8	heads	O
9	in	O
10	summer–fall	O
0		
1	‘Harrington’s	O
2	Pink’,	O
3	(illus	O
0		
1	249),	O
2	H	O
3	4–5ft	O
4	(1	O
0		
1	5m),	O
2	has	O
3	single,	O
4	clear	O
5	pink	O
6	flower	O
7	heads	O
8	with	O
9	yellow	O
10	centers	O
0		
1	‘Herbstschnee’,	O
2	syn	O
0		
1	novae-angliae	O
2	‘Autumn	O
3	Snow’,	O
4	H	O
5	21/2–	O
6	31/2ft	O
7	(75cm–1	O
0		
1	1m),	O
2	are	O
3	white	O
4	with	O
5	yellow	O
6	centers	O
0		
1	‘Rosa	O
2	Sieger’	O
3	(illus	O
0		
1	249),	O
2	H	O
3	4ft	O
4	(1	O
0		
1	2m),	O
2	has	O
3	pink	O
4	flower	O
5	heads	O
0		
1	‘Violetta’	O
2	(illus	O
0		
1	249),	O
2	H	O
3	5ft	O
4	(1	O
0		
1	5m),	O
2	produces	O
3	yellow-centered,	O
4	bright	O
5	violet-purple	O
6	flower	O
7	heads	O
0		
1	astilbe	O
2	novi-belgii	O
3	(New	O
4	York	O
5	aster)	O
0		
1	Z4–8	O
2	H8–1	O
0		
1	‘Apple	O
2	Blossom’	O
3	(illus	O
0		
1	249)	O
2	Vigorous,	O
3	spreading	O
4	perennial	O
0		
1	H	O
2	36in	O
3	(90cm),	O
4	S	O
5	24–30in	O
6	(60–75cm)	O
0		
1	Panicles	O
2	of	O
3	single,	O
4	pale	O
5	soft	O
6	pink	O
7	flowers	O
8	are	O
9	borne	O
10	in	O
11	fall	O
12	amid	O
13	lance-shaped,	O
14	mid-green	O
15	leaves	O
0		
1	‘Carnival	O
2	’	O
3	(illus	O
0		
1	249),	O
2	H	O
3	30in	O
4	(75cm),	O
5	S	O
6	to	O
7	18in	O
8	(45cm),	O
9	bears	O
10	double,	O
11	cerise-red	O
12	flower	O
13	heads	O
14	with	O
15	yellow	O
16	centers	O
0		
1	Leaves	O
2	are	O
3	dark	O
4	green	O
0		
1	Is	O
2	prone	O
3	to	O
4	mildew	O
0		
1	‘Chequers’	O
2	(illus	O
0		
1	249),	O
2	H	O
3	36in	O
4	(90cm),	O
5	S	O
6	24–30in	O
7	(60–75cm),	O
8	has	O
9	single,	O
10	purple	O
11	flowers	O
0		
1	‘Climax’,	O
2	H	O
3	5ft	O
4	(1	O
0		
1	5m),	O
2	S	O
3	2ft	O
4	(60cm),	O
5	bears	O
6	single,	O
7	light	O
8	blue	O
9	flowers	O
0		
1	Is	O
2	mildew-resistant	O
0		
1	The	O
2	flower	O
3	heads	O
4	of	O
5	‘Fellowship’,	O
6	H	O
7	4ft	O
8	(1	O
0		
1	2m),	O
2	S	O
3	20in	O
4	(50cm),	O
5	are	O
6	large,	O
7	double,	O
8	and	O
9	clear,	O
10	deep	O
11	pink;	O
12	those	O
13	of	O
14	‘Freda	O
15	Ballard’	O
16	(illus	O
0		
1	249)	O
2	are	O
3	semidouble	O
4	and	O
5	rich	O
6	rose-red	O
0		
1	‘Kristina’,	O
2	H	O
3	12in	O
4	(30cm),	O
5	S	O
6	18in	O
7	(45cm),	O
8	has	O
9	large,	O
10	semidouble,	O
11	white	O
12	flower	O
13	heads	O
14	with	O
15	yellow	O
16	centers	O
0		
1	‘Lassie’,	O
2	H	O
3	4ft	O
4	(1	O
0		
1	2m),	O
2	S	O
3	30in	O
4	(75cm),	O
5	produces	O
6	large,	O
7	single,	O
8	clear	O
9	pink	O
10	flowers	O
0		
1	‘Little	O
2	Pink	O
3	Beauty’,	O
4	H	O
5	18in	O
6	(45cm),	O
7	S	O
8	20in	O
9	(50cm),	O
10	is	O
11	a	O
12	good	O
13	dwarf	O
14	semidouble,	O
15	pink	O
16	cultivar	O
0		
1	‘Marie	O
2	Ballard’	O
3	(illus	O
0		
1	249),	O
2	H	O
3	to	O
4	3ft	O
5	(1m),	O
6	S	O
7	to	O
8	18in	O
9	(45cm),	O
10	has	O
11	double,	O
12	midblue	O
13	flowers	O
0		
1	Is	O
2	prone	O
3	to	O
4	mildew	O
0		
1	‘Orlando’	O
2	(illus	O
0		
1	249),	O
2	H	O
3	3ft	O
4	(1m),	O
5	S	O
6	to	O
7	18in	O
8	(45cm),	O
9	has	O
10	large,	O
11	single,	O
12	bright	O
13	pink	O
14	flower	O
15	heads	O
16	with	O
17	golden	O
18	centers	O
0		
1	Leaves	O
2	are	O
3	bright	O
4	green	O
0		
1	Mildew	O
2	may	O
3	be	O
4	a	O
5	problem	O
0		
1	‘Patricia	O
2	Ballard’,	O
3	H	O
4	4ft	O
5	(1	O
0		
1	2m),	O
2	S	O
3	30in	O
4	(75cm),	O
5	produces	O
6	semidouble,	O
7	pink	O
8	flowers	O
0		
1	The	O
2	large,	O
3	single	O
4	flowers	O
5	of	O
6	‘Peace’	O
7	are	O
8	mauve;	O
9	those	O
10	of	O
11	‘Professor	O
12	Anton	O
13	Kippenberg’	O
14	(illus	O
0		
1	249),	O
2	H	O
3	12in	O
4	(30cm),	O
5	S	O
6	to	O
7	18in	O
8	(45cm),	O
9	are	O
10	clear	O
11	blue	O
12	with	O
13	yellow	O
14	centers;	O
15	and	O
16	those	O
17	of	O
18	‘Raspberry	O
19	Ripple’	O
20	H	O
21	30in	O
22	(75cm),	O
23	S	O
24	24in	O
25	(60cm),	O
26	are	O
27	smaller	O
28	and	O
29	reddishviolet	O
0		
1	‘Royal	O
2	Ruby’,	O
3	H	O
4	and	O
5	S	O
6	to	O
7	18in	O
8	(45cm),	O
9	bears	O
10	semidouble,	O
11	rich	O
12	red	O
13	flower	O
14	heads	O
15	with	O
16	yellow	O
17	centers	O
0		
1	Is	O
2	prone	O
3	to	O
4	mildew	O
0		
1	‘Royal	O
2	Velvet’,	O
3	H	O
4	4ft	O
5	(1	O
0		
1	2m),	O
2	S	O
3	30in	O
4	(75cm),	O
5	has	O
6	single,	O
7	deep	O
8	violet	O
9	flowers	O
0		
1	‘Sandford	O
2	White	O
3	Swan’,	O
4	H	O
5	36in	O
6	(90cm),	O
7	S	O
8	24in	O
9	(60cm),	O
10	bears	O
11	white	O
12	flower	O
13	heads	O
0		
1	astilbe	O
2	‘Photograph’,	O
3	illus	O
0		
1	Clumpforming,	O
2	upright,	O
3	compact	O
4	perennial	O
0		
1	H	O
2	3ft	O
3	(1m),	O
4	S	O
5	1ft	O
6	(30cm)	O
0		
1	Has	O
2	heart-shaped,	O
3	mid-green	O
4	leaves	O
0		
1	In	O
2	fall,	O
3	upright	O
4	then	O
5	arching,	O
6	branched	O
7	sprays	O
8	bear	O
9	masses	O
10	of	O
11	daisylike,	O
12	glowing	O
13	violet-blue	O
14	flower	O
15	heads	O
0		
1	Z4–8	O
2	H8–1	O
0		
1	astilbe	O
2	pilosus	O
3	var	O
0		
1	demotus,	O
2	syn	O
0		
1	Erect	O
2	perennial	O
0		
